8.8440 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.5231 	CRITICAL 	***Begin Experiment***
1.5232 	CRITICAL 	***Randomization: white_1st***
1.5232 	CRITICAL 	***Block 1 Instructions***
48.7009 	DATA 	Keypress: space
74.3025 	DATA 	Keypress: space
74.3025 	CRITICAL 	***Block 1 Experiment***
74.3026 	CRITICAL 	Stim: bf23_nc.jpg
76.7380 	DATA 	Keypress: i
76.7380 	CRITICAL 	Final keypress: i
77.0047 	CRITICAL 	Stim: wm4_nc.jpg
78.2394 	DATA 	Keypress: e
78.2396 	CRITICAL 	Final keypress: e
78.5056 	CRITICAL 	Stim: wf2_nc.jpg
80.0070 	DATA 	Keypress: e
80.0070 	CRITICAL 	Final keypress: e
80.2734 	CRITICAL 	Stim: bm56_nc.jpg
81.0744 	DATA 	Keypress: i
81.0745 	CRITICAL 	Final keypress: i
81.3408 	CRITICAL 	Stim: wm6_nc.jpg
82.2586 	DATA 	Keypress: e
82.2587 	CRITICAL 	Final keypress: e
82.5250 	CRITICAL 	Stim: wf2_nc.jpg
83.2760 	DATA 	Keypress: e
83.2761 	CRITICAL 	Final keypress: e
83.5424 	CRITICAL 	Stim: bm56_nc.jpg
84.2433 	DATA 	Keypress: i
84.2434 	CRITICAL 	Final keypress: i
84.5098 	CRITICAL 	Stim: wm6_nc.jpg
85.4608 	DATA 	Keypress: e
85.4609 	CRITICAL 	Final keypress: e
85.7273 	CRITICAL 	Stim: bm23_nc.jpg
86.3949 	DATA 	Keypress: i
86.3949 	CRITICAL 	Final keypress: i
86.6613 	CRITICAL 	Stim: bf56_nc.jpg
87.5457 	DATA 	Keypress: i
87.5458 	CRITICAL 	Final keypress: i
87.8121 	CRITICAL 	Stim: wf6_nc.jpg
88.5631 	DATA 	Keypress: e
88.5632 	CRITICAL 	Final keypress: e
88.8295 	CRITICAL 	Stim: wm4_nc.jpg
89.6805 	DATA 	Keypress: e
89.6806 	CRITICAL 	Final keypress: e
89.9470 	CRITICAL 	Stim: wf6_nc.jpg
90.6979 	DATA 	Keypress: e
90.6980 	CRITICAL 	Final keypress: e
90.9644 	CRITICAL 	Stim: wm1_nc.jpg
91.6486 	DATA 	Keypress: e
91.6487 	CRITICAL 	Final keypress: e
91.9150 	CRITICAL 	Stim: bf14_nc.jpg
92.4826 	DATA 	Keypress: i
92.4827 	CRITICAL 	Final keypress: i
92.7490 	CRITICAL 	Stim: bm14_nc.jpg
93.4332 	DATA 	Keypress: i
93.4333 	CRITICAL 	Final keypress: i
93.6996 	CRITICAL 	Stim: bm23_nc.jpg
94.3172 	DATA 	Keypress: i
94.3173 	CRITICAL 	Final keypress: i
94.5836 	CRITICAL 	Stim: bf23_nc.jpg
95.1845 	DATA 	Keypress: i
95.1846 	CRITICAL 	Final keypress: i
95.4509 	CRITICAL 	Stim: wm1_nc.jpg
96.0685 	DATA 	Keypress: e
96.0686 	CRITICAL 	Final keypress: e
96.3349 	CRITICAL 	Stim: bm14_nc.jpg
96.9858 	DATA 	Keypress: i
96.9858 	CRITICAL 	Final keypress: i
97.2522 	CRITICAL 	***Block 2 Instructions***
109.3442 	DATA 	Keypress: space
109.3442 	CRITICAL 	***Block 2 Experiment***
109.3443 	CRITICAL 	Stim: Terrible
111.5964 	DATA 	Keypress: i
111.5965 	CRITICAL 	Final keypress: i
111.8627 	CRITICAL 	Stim: Nasty
112.4974 	DATA 	Keypress: i
112.4976 	CRITICAL 	Final keypress: i
112.7633 	CRITICAL 	Stim: Glorious
114.8653 	DATA 	Keypress: e
114.8654 	CRITICAL 	Final keypress: e
115.1316 	CRITICAL 	Stim: Lovely
116.0995 	DATA 	Keypress: e
116.0996 	CRITICAL 	Final keypress: e
116.3659 	CRITICAL 	Stim: Horrible
117.3838 	DATA 	Keypress: i
117.3839 	CRITICAL 	Final keypress: i
117.6501 	CRITICAL 	Stim: Lovely
118.3011 	DATA 	Keypress: e
118.3012 	CRITICAL 	Final keypress: e
118.5674 	CRITICAL 	Stim: Humiliate
119.6854 	DATA 	Keypress: i
119.6855 	CRITICAL 	Final keypress: i
119.9517 	CRITICAL 	Stim: Painful
120.6861 	DATA 	Keypress: i
120.6862 	CRITICAL 	Final keypress: i
120.9525 	CRITICAL 	Stim: Humiliate
121.5868 	DATA 	Keypress: i
121.5869 	CRITICAL 	Final keypress: i
121.8531 	CRITICAL 	Stim: Wonderful
122.6376 	DATA 	Keypress: e
122.6377 	CRITICAL 	Final keypress: e
122.9040 	CRITICAL 	Stim: Agony
123.6216 	DATA 	Keypress: i
123.6217 	CRITICAL 	Final keypress: i
123.8879 	CRITICAL 	Stim: Tragic
124.4722 	DATA 	Keypress: i
124.4723 	CRITICAL 	Final keypress: i
124.7385 	CRITICAL 	Stim: Horrible
125.4395 	DATA 	Keypress: i
125.4396 	CRITICAL 	Final keypress: i
125.7059 	CRITICAL 	Stim: Superb
126.6404 	DATA 	Keypress: e
126.6405 	CRITICAL 	Final keypress: e
126.9067 	CRITICAL 	Stim: Joyful
127.4910 	DATA 	Keypress: e
127.4911 	CRITICAL 	Final keypress: e
127.7573 	CRITICAL 	Stim: Agony
128.5751 	DATA 	Keypress: i
128.5752 	CRITICAL 	Final keypress: i
128.8414 	CRITICAL 	Stim: Marvelous
130.2763 	DATA 	Keypress: e
130.2764 	CRITICAL 	Final keypress: e
130.5427 	CRITICAL 	Stim: Beautiful
131.0769 	DATA 	Keypress: e
131.0770 	CRITICAL 	Final keypress: e
131.3432 	CRITICAL 	Stim: Superb
132.1944 	DATA 	Keypress: e
132.1945 	CRITICAL 	Final keypress: e
132.4607 	CRITICAL 	Stim: Joyful
133.1284 	DATA 	Keypress: e
133.1285 	CRITICAL 	Final keypress: e
133.3947 	CRITICAL 	***Block 3 Instructions***
160.7142 	DATA 	Keypress: space
160.7143 	CRITICAL 	***Block 3 Experiment***
160.7143 	CRITICAL 	Stim: Glorious
161.7995 	DATA 	Keypress: e
161.7996 	CRITICAL 	Final keypress: e
162.0652 	CRITICAL 	Stim: Beautiful
162.8174 	DATA 	Keypress: e
162.8175 	CRITICAL 	Final keypress: e
163.0826 	CRITICAL 	Stim: Joyful
163.7509 	DATA 	Keypress: e
163.7510 	CRITICAL 	Final keypress: e
164.0166 	CRITICAL 	Stim: wf2_nc.jpg
165.5355 	DATA 	Keypress: e
165.5356 	CRITICAL 	Final keypress: e
165.8012 	CRITICAL 	Stim: bm23_nc.jpg
166.7029 	DATA 	Keypress: i
166.7030 	CRITICAL 	Final keypress: i
166.9687 	CRITICAL 	Stim: bm56_nc.jpg
167.7037 	DATA 	Keypress: i
167.7038 	CRITICAL 	Final keypress: i
167.9694 	CRITICAL 	Stim: Horrible
169.9220 	DATA 	Keypress: i
169.9221 	CRITICAL 	Final keypress: i
170.1876 	CRITICAL 	Stim: Marvelous
171.2062 	DATA 	Keypress: e
171.2063 	CRITICAL 	Final keypress: e
171.4719 	CRITICAL 	Stim: bf14_nc.jpg
