9.6116 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.5000 	CRITICAL 	***Begin Experiment***
1.5000 	CRITICAL 	***Randomization: black_1st***
1.5001 	CRITICAL 	***Block 1 Instructions***
18.1632 	DATA 	Keypress: space
30.4379 	DATA 	Keypress: space
30.4379 	CRITICAL 	***Block 1 Experiment***
30.4379 	CRITICAL 	Stim: bf14_nc.jpg
31.6725 	DATA 	Keypress: e
31.6726 	CRITICAL 	Final keypress: e
31.9392 	CRITICAL 	Stim: wf6_nc.jpg
32.5902 	DATA 	Keypress: i
32.5903 	CRITICAL 	Final keypress: i
32.8563 	CRITICAL 	Stim: wm1_nc.jpg
33.5071 	DATA 	Keypress: i
33.5072 	CRITICAL 	Final keypress: i
33.7736 	CRITICAL 	Stim: bm56_nc.jpg
34.3744 	DATA 	Keypress: e
34.3745 	CRITICAL 	Final keypress: e
34.6409 	CRITICAL 	Stim: wf6_nc.jpg
35.3585 	DATA 	Keypress: i
35.3586 	CRITICAL 	Final keypress: i
35.6249 	CRITICAL 	Stim: bm23_nc.jpg
36.1924 	DATA 	Keypress: e
36.1925 	CRITICAL 	Final keypress: e
36.4588 	CRITICAL 	Stim: bm14_nc.jpg
37.0096 	DATA 	Keypress: e
37.0097 	CRITICAL 	Final keypress: e
37.2761 	CRITICAL 	Stim: bm23_nc.jpg
37.8936 	DATA 	Keypress: e
37.8937 	CRITICAL 	Final keypress: e
38.1600 	CRITICAL 	Stim: wf3_nc.jpg
38.7275 	DATA 	Keypress: i
38.7276 	CRITICAL 	Final keypress: i
38.9940 	CRITICAL 	Stim: wf2_nc.jpg
39.7116 	DATA 	Keypress: i
39.7117 	CRITICAL 	Final keypress: i
39.9780 	CRITICAL 	Stim: bm14_nc.jpg
40.5455 	DATA 	Keypress: e
40.5456 	CRITICAL 	Final keypress: e
40.8119 	CRITICAL 	Stim: wm4_nc.jpg
41.4795 	DATA 	Keypress: i
41.4796 	CRITICAL 	Final keypress: i
41.7459 	CRITICAL 	Stim: wm6_nc.jpg
42.3801 	DATA 	Keypress: i
42.3802 	CRITICAL 	Final keypress: i
42.6466 	CRITICAL 	Stim: bf56_nc.jpg
43.5310 	DATA 	Keypress: e
43.5311 	CRITICAL 	Final keypress: e
43.7974 	CRITICAL 	Stim: bf23_nc.jpg
44.2982 	DATA 	Keypress: e
44.2983 	CRITICAL 	Final keypress: e
44.5646 	CRITICAL 	Stim: bm56_nc.jpg
45.0988 	DATA 	Keypress: e
45.0988 	CRITICAL 	Final keypress: e
45.3652 	CRITICAL 	Stim: wf3_nc.jpg
45.9660 	DATA 	Keypress: i
45.9661 	CRITICAL 	Final keypress: i
46.2325 	CRITICAL 	Stim: wm6_nc.jpg
46.8333 	DATA 	Keypress: i
46.8334 	CRITICAL 	Final keypress: i
47.0998 	CRITICAL 	Stim: wm1_nc.jpg
47.7506 	DATA 	Keypress: i
47.7507 	CRITICAL 	Final keypress: i
48.0171 	CRITICAL 	Stim: bf14_nc.jpg
48.5846 	DATA 	Keypress: e
48.5847 	CRITICAL 	Final keypress: e
48.8511 	CRITICAL 	***Block 2 Instructions***
54.8894 	DATA 	Keypress: space
54.9052 	CRITICAL 	***Block 2 Experiment***
54.9053 	CRITICAL 	Stim: Terrible
55.6898 	DATA 	Keypress: i
55.6898 	CRITICAL 	Final keypress: i
55.9562 	CRITICAL 	Stim: Nasty
56.4903 	DATA 	Keypress: i
56.4904 	CRITICAL 	Final keypress: i
56.7567 	CRITICAL 	Stim: Glorious
57.4077 	DATA 	Keypress: e
57.4077 	CRITICAL 	Final keypress: e
57.6740 	CRITICAL 	Stim: Lovely
58.2249 	DATA 	Keypress: e
58.2250 	CRITICAL 	Final keypress: e
58.4912 	CRITICAL 	Stim: Horrible
59.0588 	DATA 	Keypress: i
59.0589 	CRITICAL 	Final keypress: i
59.3252 	CRITICAL 	Stim: Lovely
59.9261 	DATA 	Keypress: e
59.9262 	CRITICAL 	Final keypress: e
60.1924 	CRITICAL 	Stim: Humiliate
60.8434 	DATA 	Keypress: i
60.8435 	CRITICAL 	Final keypress: i
61.1098 	CRITICAL 	Stim: Painful
61.7608 	DATA 	Keypress: i
61.7609 	CRITICAL 	Final keypress: i
62.0271 	CRITICAL 	Stim: Humiliate
62.7948 	DATA 	Keypress: i
62.7949 	CRITICAL 	Final keypress: i
63.0612 	CRITICAL 	Stim: Wonderful
63.7288 	DATA 	Keypress: e
63.7289 	CRITICAL 	Final keypress: e
63.9952 	CRITICAL 	Stim: Agony
64.5629 	DATA 	Keypress: i
64.5630 	CRITICAL 	Final keypress: i
64.8291 	CRITICAL 	Stim: Tragic
65.4134 	DATA 	Keypress: i
65.4135 	CRITICAL 	Final keypress: i
65.6797 	CRITICAL 	Stim: Horrible
66.3807 	DATA 	Keypress: i
66.3808 	CRITICAL 	Final keypress: i
66.6471 	CRITICAL 	Stim: Superb
67.2313 	DATA 	Keypress: e
67.2314 	CRITICAL 	Final keypress: e
67.4977 	CRITICAL 	Stim: Joyful
68.0486 	DATA 	Keypress: e
68.0487 	CRITICAL 	Final keypress: e
68.3149 	CRITICAL 	Stim: Agony
68.9326 	DATA 	Keypress: i
68.9326 	CRITICAL 	Final keypress: i
69.1989 	CRITICAL 	Stim: Marvelous
69.7832 	DATA 	Keypress: e
69.7833 	CRITICAL 	Final keypress: e
70.0496 	CRITICAL 	Stim: Beautiful
71.2175 	DATA 	Keypress: e
71.2176 	CRITICAL 	Final keypress: e
71.4839 	CRITICAL 	Stim: Superb
72.2516 	DATA 	Keypress: e
72.2517 	CRITICAL 	Final keypress: e
72.5179 	CRITICAL 	Stim: Joyful
73.0188 	DATA 	Keypress: e
73.0189 	CRITICAL 	Final keypress: e
73.2852 	CRITICAL 	***Block 3 Instructions***
76.9711 	DATA 	Keypress: space
76.9711 	CRITICAL 	***Block 3 Experiment***
76.9712 	CRITICAL 	Stim: bf23_nc.jpg
77.6727 	DATA 	Keypress: e
77.6728 	CRITICAL 	Final keypress: e
77.9385 	CRITICAL 	Stim: Terrible
78.6402 	DATA 	Keypress: i
78.6403 	CRITICAL 	Final keypress: i
78.9058 	CRITICAL 	Stim: wm4_nc.jpg
79.7242 	DATA 	Keypress: i
79.7243 	CRITICAL 	Final keypress: i
79.9899 	CRITICAL 	Stim: Painful
80.6916 	DATA 	Keypress: i
80.6917 	CRITICAL 	Final keypress: i
80.9573 	CRITICAL 	Stim: bm56_nc.jpg
81.6255 	DATA 	Keypress: e
81.6256 	CRITICAL 	Final keypress: e
81.8913 	CRITICAL 	Stim: Humiliate
82.5598 	DATA 	Keypress: i
82.5598 	CRITICAL 	Final keypress: i
82.8253 	CRITICAL 	Stim: bf56_nc.jpg
83.5437 	DATA 	Keypress: e
83.5438 	CRITICAL 	Final keypress: e
83.8093 	CRITICAL 	Stim: Joyful
84.4109 	DATA 	Keypress: e
84.4110 	CRITICAL 	Final keypress: e
84.6766 	CRITICAL 	Stim: wm1_nc.jpg
85.3115 	DATA 	Keypress: i
85.3116 	CRITICAL 	Final keypress: i
85.5773 	CRITICAL 	Stim: bm23_nc.jpg
86.1121 	DATA 	Keypress: e
86.1122 	CRITICAL 	Final keypress: e
86.3778 	CRITICAL 	Stim: Beautiful
86.9795 	DATA 	Keypress: e
86.9795 	CRITICAL 	Final keypress: e
87.2451 	CRITICAL 	Stim: Nasty
87.8134 	DATA 	Keypress: i
87.8135 	CRITICAL 	Final keypress: i
88.0790 	CRITICAL 	Stim: wm6_nc.jpg
88.6639 	DATA 	Keypress: i
88.6640 	CRITICAL 	Final keypress: i
88.9296 	CRITICAL 	Stim: wf3_nc.jpg
89.5812 	DATA 	Keypress: i
89.5813 	CRITICAL 	Final keypress: i
89.8470 	CRITICAL 	Stim: Marvelous
90.4152 	DATA 	Keypress: e
90.4153 	CRITICAL 	Final keypress: e
90.6809 	CRITICAL 	Stim: bf14_nc.jpg
91.2157 	DATA 	Keypress: e
91.2158 	CRITICAL 	Final keypress: e
91.4815 	CRITICAL 	Stim: Tragic
92.2165 	DATA 	Keypress: i
92.2166 	CRITICAL 	Final keypress: i
92.4822 	CRITICAL 	Stim: wf6_nc.jpg
