7.0447 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.5039 	CRITICAL 	***Begin Experiment***
1.5040 	CRITICAL 	***Randomization: white_1st***
1.5040 	CRITICAL 	***Block 1 Instructions***
73.1525 	DATA 	Keypress: space
95.4676 	DATA 	Keypress: space
95.4677 	CRITICAL 	***Block 1 Experiment***
95.4677 	CRITICAL 	Stim: bf23_nc.jpg
96.3187 	DATA 	Keypress: i
96.3188 	CRITICAL 	Final keypress: i
96.5854 	CRITICAL 	Stim: wm4_nc.jpg
97.1530 	DATA 	Keypress: e
97.1531 	CRITICAL 	Final keypress: e
97.4192 	CRITICAL 	Stim: wf2_nc.jpg
98.3034 	DATA 	Keypress: e
98.3035 	CRITICAL 	Final keypress: e
98.5699 	CRITICAL 	Stim: bm56_nc.jpg
99.2875 	DATA 	Keypress: i
99.2875 	CRITICAL 	Final keypress: i
99.5539 	CRITICAL 	Stim: wm6_nc.jpg
100.1714 	DATA 	Keypress: e
100.1715 	CRITICAL 	Final keypress: e
100.4379 	CRITICAL 	Stim: wf2_nc.jpg
101.1388 	DATA 	Keypress: e
101.1389 	CRITICAL 	Final keypress: e
101.4052 	CRITICAL 	Stim: bm56_nc.jpg
102.0061 	DATA 	Keypress: i
102.0061 	CRITICAL 	Final keypress: i
102.2725 	CRITICAL 	Stim: wm6_nc.jpg
102.8233 	DATA 	Keypress: e
102.8234 	CRITICAL 	Final keypress: e
103.0898 	CRITICAL 	Stim: bm23_nc.jpg
103.6739 	DATA 	Keypress: i
103.6740 	CRITICAL 	Final keypress: i
103.9404 	CRITICAL 	Stim: bf56_nc.jpg
104.7582 	DATA 	Keypress: i
104.7583 	CRITICAL 	Final keypress: i
105.0245 	CRITICAL 	Stim: wf6_nc.jpg
105.6587 	DATA 	Keypress: e
105.6588 	CRITICAL 	Final keypress: e
105.9251 	CRITICAL 	Stim: wm4_nc.jpg
106.5260 	DATA 	Keypress: e
106.5260 	CRITICAL 	Final keypress: e
106.7924 	CRITICAL 	Stim: wf6_nc.jpg
107.3432 	DATA 	Keypress: e
107.3433 	CRITICAL 	Final keypress: e
107.6096 	CRITICAL 	Stim: wm1_nc.jpg
108.2105 	DATA 	Keypress: e
108.2106 	CRITICAL 	Final keypress: e
108.4769 	CRITICAL 	Stim: bf14_nc.jpg
109.0111 	DATA 	Keypress: i
109.0112 	CRITICAL 	Final keypress: i
109.2775 	CRITICAL 	Stim: bm14_nc.jpg
109.8283 	DATA 	Keypress: i
109.8284 	CRITICAL 	Final keypress: i
110.0948 	CRITICAL 	Stim: bm23_nc.jpg
110.6623 	DATA 	Keypress: i
110.6624 	CRITICAL 	Final keypress: i
110.9287 	CRITICAL 	Stim: bf23_nc.jpg
111.4461 	DATA 	Keypress: i
111.4462 	CRITICAL 	Final keypress: i
111.7126 	CRITICAL 	Stim: wm1_nc.jpg
112.3134 	DATA 	Keypress: e
112.3135 	CRITICAL 	Final keypress: e
112.5799 	CRITICAL 	Stim: bm14_nc.jpg
113.0640 	DATA 	Keypress: i
113.0641 	CRITICAL 	Final keypress: i
113.3304 	CRITICAL 	***Block 2 Instructions***
123.1374 	DATA 	Keypress: space
123.1375 	CRITICAL 	***Block 2 Experiment***
123.1375 	CRITICAL 	Stim: Terrible
124.2888 	DATA 	Keypress: i
124.2888 	CRITICAL 	Final keypress: i
124.5552 	CRITICAL 	Stim: Nasty
125.0231 	DATA 	Keypress: i
125.0232 	CRITICAL 	Final keypress: i
125.2890 	CRITICAL 	Stim: Glorious
125.8399 	DATA 	Keypress: e
125.8400 	CRITICAL 	Final keypress: e
126.1062 	CRITICAL 	Stim: Lovely
126.6071 	DATA 	Keypress: e
126.6072 	CRITICAL 	Final keypress: e
126.8734 	CRITICAL 	Stim: Horrible
127.4410 	DATA 	Keypress: i
127.4411 	CRITICAL 	Final keypress: i
127.7073 	CRITICAL 	Stim: Lovely
128.2249 	DATA 	Keypress: e
128.2250 	CRITICAL 	Final keypress: e
128.4912 	CRITICAL 	Stim: Humiliate
129.6759 	DATA 	Keypress: i
129.6760 	CRITICAL 	Final keypress: i
129.9423 	CRITICAL 	Stim: Painful
130.4098 	DATA 	Keypress: i
130.4099 	CRITICAL 	Final keypress: i
130.6761 	CRITICAL 	Stim: Humiliate
131.0936 	DATA 	Keypress: i
131.0937 	CRITICAL 	Final keypress: i
131.3600 	CRITICAL 	Stim: Wonderful
131.8775 	DATA 	Keypress: e
131.8776 	CRITICAL 	Final keypress: e
132.1438 	CRITICAL 	Stim: Agony
132.7782 	DATA 	Keypress: i
132.7782 	CRITICAL 	Final keypress: i
133.0445 	CRITICAL 	Stim: Tragic
133.6121 	DATA 	Keypress: i
133.6122 	CRITICAL 	Final keypress: i
133.8784 	CRITICAL 	Stim: Horrible
134.4127 	DATA 	Keypress: i
134.4127 	CRITICAL 	Final keypress: i
134.6790 	CRITICAL 	Stim: Superb
135.2633 	DATA 	Keypress: e
135.2633 	CRITICAL 	Final keypress: e
135.5296 	CRITICAL 	Stim: Joyful
136.1139 	DATA 	Keypress: e
136.1140 	CRITICAL 	Final keypress: e
136.3802 	CRITICAL 	Stim: Agony
136.9479 	DATA 	Keypress: i
136.9479 	CRITICAL 	Final keypress: i
137.2142 	CRITICAL 	Stim: Marvelous
137.8818 	DATA 	Keypress: e
137.8819 	CRITICAL 	Final keypress: e
138.1481 	CRITICAL 	Stim: Beautiful
138.6490 	DATA 	Keypress: e
138.6491 	CRITICAL 	Final keypress: e
138.9153 	CRITICAL 	Stim: Superb
139.3996 	DATA 	Keypress: e
139.3996 	CRITICAL 	Final keypress: e
139.6659 	CRITICAL 	Stim: Joyful
140.1668 	DATA 	Keypress: e
140.1669 	CRITICAL 	Final keypress: e
140.4331 	CRITICAL 	***Block 3 Instructions***
150.5084 	DATA 	Keypress: space
150.5235 	CRITICAL 	***Block 3 Experiment***
150.5236 	CRITICAL 	Stim: Glorious
151.6757 	DATA 	Keypress: e
151.6757 	CRITICAL 	Final keypress: e
151.9414 	CRITICAL 	Stim: Beautiful
152.4770 	DATA 	Keypress: e
152.4771 	CRITICAL 	Final keypress: e
152.7419 	CRITICAL 	Stim: Joyful
153.1768 	DATA 	Keypress: e
153.1769 	CRITICAL 	Final keypress: e
