12.2557 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.5202 	CRITICAL 	***Begin Experiment***
1.5202 	CRITICAL 	***Randomization: white_1st***
1.5202 	CRITICAL 	***Block 1 Instructions***
27.6192 	DATA 	Keypress: space
37.8598 	DATA 	Keypress: space
37.8598 	CRITICAL 	***Block 1 Experiment***
37.8599 	CRITICAL 	Stim: bf23_nc.jpg
38.5273 	DATA 	Keypress: e
44.5817 	DATA 	Keypress: space
49.1683 	DATA 	Keypress: e
49.8187 	DATA 	Keypress: i
49.8188 	CRITICAL 	Final keypress: i
50.0855 	CRITICAL 	Stim: wm4_nc.jpg
54.0718 	DATA 	Keypress: e
54.0719 	CRITICAL 	Final keypress: e
54.3383 	CRITICAL 	Stim: wf2_nc.jpg
55.2393 	DATA 	Keypress: e
55.2394 	CRITICAL 	Final keypress: e
55.5057 	CRITICAL 	Stim: bm56_nc.jpg
56.2233 	DATA 	Keypress: i
56.2234 	CRITICAL 	Final keypress: i
56.4898 	CRITICAL 	Stim: wm6_nc.jpg
57.1240 	DATA 	Keypress: e
57.1241 	CRITICAL 	Final keypress: e
57.3904 	CRITICAL 	Stim: wf2_nc.jpg
58.0079 	DATA 	Keypress: e
58.0080 	CRITICAL 	Final keypress: e
58.2744 	CRITICAL 	Stim: bm56_nc.jpg
58.8085 	DATA 	Keypress: i
58.8086 	CRITICAL 	Final keypress: i
59.0749 	CRITICAL 	Stim: wm6_nc.jpg
59.7092 	DATA 	Keypress: e
59.7093 	CRITICAL 	Final keypress: e
59.9756 	CRITICAL 	Stim: bm23_nc.jpg
60.4931 	DATA 	Keypress: i
60.4931 	CRITICAL 	Final keypress: i
60.7595 	CRITICAL 	Stim: bf56_nc.jpg
61.2603 	DATA 	Keypress: i
61.2604 	CRITICAL 	Final keypress: i
61.5267 	CRITICAL 	Stim: wf6_nc.jpg
62.0108 	DATA 	Keypress: e
62.0109 	CRITICAL 	Final keypress: e
62.2772 	CRITICAL 	Stim: wm4_nc.jpg
62.9281 	DATA 	Keypress: e
62.9282 	CRITICAL 	Final keypress: e
63.1945 	CRITICAL 	Stim: wf6_nc.jpg
63.6620 	DATA 	Keypress: e
63.6621 	CRITICAL 	Final keypress: e
63.9284 	CRITICAL 	Stim: wm1_nc.jpg
64.3958 	DATA 	Keypress: e
64.3959 	CRITICAL 	Final keypress: e
64.6623 	CRITICAL 	Stim: bf14_nc.jpg
65.1797 	DATA 	Keypress: i
65.1798 	CRITICAL 	Final keypress: i
65.4462 	CRITICAL 	Stim: bm14_nc.jpg
65.9136 	DATA 	Keypress: i
65.9137 	CRITICAL 	Final keypress: i
66.1800 	CRITICAL 	Stim: bm23_nc.jpg
66.6308 	DATA 	Keypress: i
66.6308 	CRITICAL 	Final keypress: i
66.8972 	CRITICAL 	Stim: bf23_nc.jpg
67.4146 	DATA 	Keypress: i
67.4147 	CRITICAL 	Final keypress: i
67.6811 	CRITICAL 	Stim: wm1_nc.jpg
68.2152 	DATA 	Keypress: e
68.2153 	CRITICAL 	Final keypress: e
68.4817 	CRITICAL 	Stim: bm14_nc.jpg
68.9991 	DATA 	Keypress: i
68.9992 	CRITICAL 	Final keypress: i
69.2656 	CRITICAL 	***Block 2 Instructions***
69.2656 	CRITICAL 	***Block 2 Experiment***
69.2657 	CRITICAL 	Stim: Terrible
76.3378 	DATA 	Keypress: i
76.3379 	CRITICAL 	Final keypress: i
76.6042 	CRITICAL 	Stim: Nasty
77.7555 	DATA 	Keypress: i
77.7556 	CRITICAL 	Final keypress: i
78.0218 	CRITICAL 	Stim: Glorious
78.8563 	DATA 	Keypress: e
78.8564 	CRITICAL 	Final keypress: e
79.1226 	CRITICAL 	Stim: Lovely
79.8737 	DATA 	Keypress: e
79.8737 	CRITICAL 	Final keypress: e
80.1400 	CRITICAL 	Stim: Horrible
81.2914 	DATA 	Keypress: i
81.2914 	CRITICAL 	Final keypress: i
81.5577 	CRITICAL 	Stim: Lovely
82.1420 	DATA 	Keypress: e
82.1421 	CRITICAL 	Final keypress: e
82.4083 	CRITICAL 	Stim: Humiliate
83.1760 	DATA 	Keypress: i
