17.3202 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.5353 	CRITICAL 	***Begin Experiment***
1.5353 	CRITICAL 	***Randomization: black_1st***
1.5353 	CRITICAL 	***Block 1 Instructions***
31.2051 	DATA 	Keypress: space
51.6198 	DATA 	Keypress: space
51.6199 	CRITICAL 	***Block 1 Experiment***
51.6199 	CRITICAL 	Stim: bf14_nc.jpg
53.4382 	DATA 	Keypress: e
53.4383 	CRITICAL 	Final keypress: e
53.7049 	CRITICAL 	Stim: wf6_nc.jpg
54.4556 	DATA 	Keypress: i
54.4557 	CRITICAL 	Final keypress: i
54.7220 	CRITICAL 	Stim: wm1_nc.jpg
55.4063 	DATA 	Keypress: i
55.4064 	CRITICAL 	Final keypress: i
55.6728 	CRITICAL 	Stim: bm56_nc.jpg
56.2068 	DATA 	Keypress: e
56.2069 	CRITICAL 	Final keypress: e
56.4733 	CRITICAL 	Stim: wf6_nc.jpg
57.0408 	DATA 	Keypress: i
57.0409 	CRITICAL 	Final keypress: i
57.3072 	CRITICAL 	Stim: bm23_nc.jpg
57.8580 	DATA 	Keypress: e
57.8581 	CRITICAL 	Final keypress: e
58.1244 	CRITICAL 	Stim: bm14_nc.jpg
58.6420 	DATA 	Keypress: e
58.6421 	CRITICAL 	Final keypress: e
58.9084 	CRITICAL 	Stim: bm23_nc.jpg
59.4258 	DATA 	Keypress: e
59.4259 	CRITICAL 	Final keypress: e
59.6923 	CRITICAL 	Stim: wf3_nc.jpg
60.2431 	DATA 	Keypress: i
60.2432 	CRITICAL 	Final keypress: i
60.5095 	CRITICAL 	Stim: wf2_nc.jpg
61.2605 	DATA 	Keypress: i
61.2606 	CRITICAL 	Final keypress: i
61.5269 	CRITICAL 	Stim: bm14_nc.jpg
62.0277 	DATA 	Keypress: e
62.0278 	CRITICAL 	Final keypress: e
62.2941 	CRITICAL 	Stim: wm4_nc.jpg
62.9951 	DATA 	Keypress: i
62.9952 	CRITICAL 	Final keypress: i
63.2615 	CRITICAL 	Stim: wm6_nc.jpg
63.8624 	DATA 	Keypress: i
63.8625 	CRITICAL 	Final keypress: i
64.1288 	CRITICAL 	Stim: bf56_nc.jpg
64.6296 	DATA 	Keypress: e
64.6297 	CRITICAL 	Final keypress: e
64.8960 	CRITICAL 	Stim: bf23_nc.jpg
