11.4748 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.5006 	CRITICAL 	***Begin Experiment***
1.5006 	CRITICAL 	***Randomization: white_1st***
1.5007 	CRITICAL 	***Block 1 Instructions***
23.0824 	DATA 	Keypress: space
36.9756 	DATA 	Keypress: space
36.9757 	CRITICAL 	***Block 1 Experiment***
36.9757 	CRITICAL 	Stim: bf23_nc.jpg
38.1603 	DATA 	Keypress: i
38.1604 	CRITICAL 	Final keypress: i
38.4270 	CRITICAL 	Stim: wm4_nc.jpg
39.2110 	DATA 	Keypress: e
39.2111 	CRITICAL 	Final keypress: e
39.4775 	CRITICAL 	Stim: wf2_nc.jpg
40.4119 	DATA 	Keypress: e
40.4119 	CRITICAL 	Final keypress: e
40.6784 	CRITICAL 	Stim: bm56_nc.jpg
41.3625 	DATA 	Keypress: i
41.3626 	CRITICAL 	Final keypress: i
41.6290 	CRITICAL 	Stim: wm6_nc.jpg
42.4968 	DATA 	Keypress: e
42.4969 	CRITICAL 	Final keypress: e
42.7631 	CRITICAL 	Stim: wf2_nc.jpg
43.7476 	DATA 	Keypress: e
43.7477 	CRITICAL 	Final keypress: e
44.0140 	CRITICAL 	Stim: bm56_nc.jpg
44.6816 	DATA 	Keypress: i
44.6817 	CRITICAL 	Final keypress: i
44.9480 	CRITICAL 	Stim: wm6_nc.jpg
45.6656 	DATA 	Keypress: e
45.6657 	CRITICAL 	Final keypress: e
45.9320 	CRITICAL 	Stim: bm23_nc.jpg
46.8665 	DATA 	Keypress: i
46.8666 	CRITICAL 	Final keypress: i
47.1329 	CRITICAL 	Stim: bf56_nc.jpg
47.7504 	DATA 	Keypress: i
47.7505 	CRITICAL 	Final keypress: i
48.0169 	CRITICAL 	Stim: wf6_nc.jpg
48.6511 	DATA 	Keypress: e
48.6512 	CRITICAL 	Final keypress: e
48.9175 	CRITICAL 	Stim: wm4_nc.jpg
49.5184 	DATA 	Keypress: e
49.5185 	CRITICAL 	Final keypress: e
49.7848 	CRITICAL 	Stim: wf6_nc.jpg
50.4023 	DATA 	Keypress: e
50.4024 	CRITICAL 	Final keypress: e
50.6688 	CRITICAL 	Stim: wm1_nc.jpg
51.2363 	DATA 	Keypress: e
51.2363 	CRITICAL 	Final keypress: e
51.5027 	CRITICAL 	Stim: bf14_nc.jpg
52.0869 	DATA 	Keypress: i
52.0870 	CRITICAL 	Final keypress: i
52.3533 	CRITICAL 	Stim: bm14_nc.jpg
52.9041 	DATA 	Keypress: i
52.9042 	CRITICAL 	Final keypress: i
53.1705 	CRITICAL 	Stim: bm23_nc.jpg
53.7381 	DATA 	Keypress: i
53.7382 	CRITICAL 	Final keypress: i
54.0045 	CRITICAL 	Stim: bf23_nc.jpg
54.5720 	DATA 	Keypress: i
54.5721 	CRITICAL 	Final keypress: i
54.8384 	CRITICAL 	Stim: wm1_nc.jpg
55.4393 	DATA 	Keypress: e
55.4394 	CRITICAL 	Final keypress: e
55.7057 	CRITICAL 	Stim: bm14_nc.jpg
56.2398 	DATA 	Keypress: i
56.2399 	CRITICAL 	Final keypress: i
56.5063 	CRITICAL 	***Block 2 Instructions***
65.6961 	DATA 	Keypress: space
65.6962 	CRITICAL 	***Block 2 Experiment***
65.6962 	CRITICAL 	Stim: Terrible
67.0310 	DATA 	Keypress: i
67.0311 	CRITICAL 	Final keypress: i
67.2974 	CRITICAL 	Stim: Nasty
67.8816 	DATA 	Keypress: i
67.8817 	CRITICAL 	Final keypress: i
68.1479 	CRITICAL 	Stim: Glorious
68.7489 	DATA 	Keypress: e
68.7490 	CRITICAL 	Final keypress: e
69.0152 	CRITICAL 	Stim: Lovely
69.5662 	DATA 	Keypress: e
69.5662 	CRITICAL 	Final keypress: e
69.8325 	CRITICAL 	Stim: Horrible
70.7837 	DATA 	Keypress: i
70.7837 	CRITICAL 	Final keypress: i
71.0500 	CRITICAL 	Stim: Lovely
72.0179 	DATA 	Keypress: e
72.0180 	CRITICAL 	Final keypress: e
72.2842 	CRITICAL 	Stim: Humiliate
73.4022 	DATA 	Keypress: i
73.4023 	CRITICAL 	Final keypress: i
73.6685 	CRITICAL 	Stim: Painful
