16.9419 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.5036 	CRITICAL 	***Begin Experiment***
1.5036 	CRITICAL 	***Randomization: black_1st***
1.5036 	CRITICAL 	***Block 1 Instructions***
38.2436 	DATA 	Keypress: space
47.6171 	DATA 	Keypress: space
47.6171 	CRITICAL 	***Block 1 Experiment***
47.6172 	CRITICAL 	Stim: bf14_nc.jpg
49.8024 	DATA 	Keypress: e
49.8025 	CRITICAL 	Final keypress: e
50.0691 	CRITICAL 	Stim: wf6_nc.jpg
50.7364 	DATA 	Keypress: i
50.7365 	CRITICAL 	Final keypress: i
51.0029 	CRITICAL 	Stim: wm1_nc.jpg
51.6704 	DATA 	Keypress: i
51.6705 	CRITICAL 	Final keypress: i
51.9369 	CRITICAL 	Stim: bm56_nc.jpg
52.4543 	DATA 	Keypress: e
52.4544 	CRITICAL 	Final keypress: e
52.7207 	CRITICAL 	Stim: wf6_nc.jpg
53.3216 	DATA 	Keypress: i
53.3217 	CRITICAL 	Final keypress: i
53.5880 	CRITICAL 	Stim: bm23_nc.jpg
54.0388 	DATA 	Keypress: e
54.0389 	CRITICAL 	Final keypress: e
54.3052 	CRITICAL 	Stim: bm14_nc.jpg
54.7726 	DATA 	Keypress: e
54.7727 	CRITICAL 	Final keypress: e
55.0391 	CRITICAL 	Stim: bm23_nc.jpg
55.4398 	DATA 	Keypress: e
55.4399 	CRITICAL 	Final keypress: e
55.7062 	CRITICAL 	Stim: wf3_nc.jpg
56.0903 	DATA 	Keypress: e
57.0576 	DATA 	Keypress: i
57.0577 	CRITICAL 	Final keypress: i
57.3241 	CRITICAL 	Stim: wf2_nc.jpg
58.0917 	DATA 	Keypress: i
58.0918 	CRITICAL 	Final keypress: i
58.3581 	CRITICAL 	Stim: bm14_nc.jpg
58.8923 	DATA 	Keypress: e
58.8924 	CRITICAL 	Final keypress: e
59.1587 	CRITICAL 	Stim: wm4_nc.jpg
60.1265 	DATA 	Keypress: i
60.1266 	CRITICAL 	Final keypress: i
60.3929 	CRITICAL 	Stim: wm6_nc.jpg
60.9771 	DATA 	Keypress: i
60.9772 	CRITICAL 	Final keypress: i
61.2435 	CRITICAL 	Stim: bf56_nc.jpg
61.8944 	DATA 	Keypress: e
61.8945 	CRITICAL 	Final keypress: e
62.1609 	CRITICAL 	Stim: bf23_nc.jpg
62.6784 	DATA 	Keypress: e
62.6785 	CRITICAL 	Final keypress: e
62.9448 	CRITICAL 	Stim: bm56_nc.jpg
63.4289 	DATA 	Keypress: e
63.4290 	CRITICAL 	Final keypress: e
63.6953 	CRITICAL 	Stim: wf3_nc.jpg
64.2795 	DATA 	Keypress: i
64.2796 	CRITICAL 	Final keypress: i
64.5459 	CRITICAL 	Stim: wm6_nc.jpg
65.1468 	DATA 	Keypress: i
65.1469 	CRITICAL 	Final keypress: i
65.4132 	CRITICAL 	Stim: wm1_nc.jpg
66.1642 	DATA 	Keypress: i
66.1643 	CRITICAL 	Final keypress: i
66.4306 	CRITICAL 	Stim: bf14_nc.jpg
67.0315 	DATA 	Keypress: e
67.0316 	CRITICAL 	Final keypress: e
67.2980 	CRITICAL 	***Block 2 Instructions***
72.3682 	DATA 	Keypress: space
72.3683 	CRITICAL 	***Block 2 Experiment***
72.3683 	CRITICAL 	Stim: Terrible
73.6864 	DATA 	Keypress: i
73.6865 	CRITICAL 	Final keypress: i
73.9528 	CRITICAL 	Stim: Nasty
74.5870 	DATA 	Keypress: i
74.5871 	CRITICAL 	Final keypress: i
74.8534 	CRITICAL 	Stim: Glorious
75.3876 	DATA 	Keypress: e
75.3877 	CRITICAL 	Final keypress: e
75.6539 	CRITICAL 	Stim: Lovely
76.4050 	DATA 	Keypress: e
76.4051 	CRITICAL 	Final keypress: e
76.6713 	CRITICAL 	Stim: Horrible
77.2389 	DATA 	Keypress: i
77.2390 	CRITICAL 	Final keypress: i
77.5053 	CRITICAL 	Stim: Lovely
77.9895 	DATA 	Keypress: e
77.9896 	CRITICAL 	Final keypress: e
78.2558 	CRITICAL 	Stim: Humiliate
79.0069 	DATA 	Keypress: i
79.0070 	CRITICAL 	Final keypress: i
79.2732 	CRITICAL 	Stim: Painful
79.8742 	DATA 	Keypress: i
79.8743 	CRITICAL 	Final keypress: i
80.1405 	CRITICAL 	Stim: Humiliate
80.7081 	DATA 	Keypress: i
80.7082 	CRITICAL 	Final keypress: i
80.9744 	CRITICAL 	Stim: Wonderful
81.5087 	DATA 	Keypress: e
81.5088 	CRITICAL 	Final keypress: e
81.7750 	CRITICAL 	Stim: Agony
82.4927 	DATA 	Keypress: i
