10.2683 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.4766 	CRITICAL 	***Begin Experiment***
1.4766 	CRITICAL 	***Randomization: white_1st***
1.4766 	CRITICAL 	***Block 1 Instructions***
18.4127 	DATA 	Keypress: space
27.7861 	DATA 	Keypress: space
27.7862 	CRITICAL 	***Block 1 Experiment***
27.7862 	CRITICAL 	Stim: bf23_nc.jpg
28.6205 	DATA 	Keypress: i
28.6206 	CRITICAL 	Final keypress: i
28.8872 	CRITICAL 	Stim: wm4_nc.jpg
29.5545 	DATA 	Keypress: e
29.5546 	CRITICAL 	Final keypress: e
29.8210 	CRITICAL 	Stim: wf2_nc.jpg
30.5719 	DATA 	Keypress: e
30.5720 	CRITICAL 	Final keypress: e
30.8384 	CRITICAL 	Stim: bm56_nc.jpg
31.4392 	DATA 	Keypress: i
31.4393 	CRITICAL 	Final keypress: i
31.7056 	CRITICAL 	Stim: wm6_nc.jpg
32.5233 	DATA 	Keypress: e
32.5234 	CRITICAL 	Final keypress: e
32.7897 	CRITICAL 	Stim: wf2_nc.jpg
33.4073 	DATA 	Keypress: e
33.4074 	CRITICAL 	Final keypress: e
33.6737 	CRITICAL 	Stim: bm56_nc.jpg
34.2078 	DATA 	Keypress: i
34.2079 	CRITICAL 	Final keypress: i
34.4743 	CRITICAL 	Stim: wm6_nc.jpg
35.0585 	DATA 	Keypress: e
35.0585 	CRITICAL 	Final keypress: e
35.3249 	CRITICAL 	Stim: bm23_nc.jpg
35.8590 	DATA 	Keypress: i
35.8591 	CRITICAL 	Final keypress: i
36.1255 	CRITICAL 	Stim: bf56_nc.jpg
37.6770 	DATA 	Keypress: i
37.6771 	CRITICAL 	Final keypress: i
37.9434 	CRITICAL 	Stim: wf6_nc.jpg
38.7444 	DATA 	Keypress: e
38.7445 	CRITICAL 	Final keypress: e
39.0109 	CRITICAL 	Stim: wm4_nc.jpg
39.7452 	DATA 	Keypress: e
39.7453 	CRITICAL 	Final keypress: e
40.0116 	CRITICAL 	Stim: wf6_nc.jpg
40.6792 	DATA 	Keypress: e
40.6793 	CRITICAL 	Final keypress: e
40.9456 	CRITICAL 	Stim: wm1_nc.jpg
41.6132 	DATA 	Keypress: e
41.6133 	CRITICAL 	Final keypress: e
41.8796 	CRITICAL 	Stim: bf14_nc.jpg
42.5305 	DATA 	Keypress: i
42.5306 	CRITICAL 	Final keypress: i
42.7969 	CRITICAL 	Stim: bm14_nc.jpg
43.4312 	DATA 	Keypress: i
43.4313 	CRITICAL 	Final keypress: i
43.6976 	CRITICAL 	Stim: bm23_nc.jpg
44.4152 	DATA 	Keypress: i
44.4153 	CRITICAL 	Final keypress: i
44.6816 	CRITICAL 	Stim: bf23_nc.jpg
45.3326 	DATA 	Keypress: i
45.3327 	CRITICAL 	Final keypress: i
45.5990 	CRITICAL 	Stim: wm1_nc.jpg
46.2165 	DATA 	Keypress: e
46.2166 	CRITICAL 	Final keypress: e
46.4829 	CRITICAL 	Stim: bm14_nc.jpg
47.0838 	DATA 	Keypress: i
47.0839 	CRITICAL 	Final keypress: i
47.3503 	CRITICAL 	***Block 2 Instructions***
53.0210 	DATA 	Keypress: space
53.0210 	CRITICAL 	***Block 2 Experiment***
53.0211 	CRITICAL 	Stim: Terrible
54.6560 	DATA 	Keypress: i
54.6561 	CRITICAL 	Final keypress: i
54.9224 	CRITICAL 	Stim: Nasty
55.6567 	DATA 	Keypress: i
55.6568 	CRITICAL 	Final keypress: i
55.9231 	CRITICAL 	Stim: Glorious
56.6074 	DATA 	Keypress: e
56.6075 	CRITICAL 	Final keypress: e
56.8737 	CRITICAL 	Stim: Lovely
57.4247 	DATA 	Keypress: e
57.4248 	CRITICAL 	Final keypress: e
57.6910 	CRITICAL 	Stim: Horrible
58.2920 	DATA 	Keypress: i
58.2921 	CRITICAL 	Final keypress: i
58.5583 	CRITICAL 	Stim: Lovely
59.1092 	DATA 	Keypress: e
59.1093 	CRITICAL 	Final keypress: e
59.3756 	CRITICAL 	Stim: Humiliate
60.3435 	DATA 	Keypress: i
60.3436 	CRITICAL 	Final keypress: i
60.6098 	CRITICAL 	Stim: Painful
61.3275 	DATA 	Keypress: i
61.3276 	CRITICAL 	Final keypress: i
61.5938 	CRITICAL 	Stim: Humiliate
62.2448 	DATA 	Keypress: i
62.2449 	CRITICAL 	Final keypress: i
62.5111 	CRITICAL 	Stim: Wonderful
63.0621 	DATA 	Keypress: e
63.0622 	CRITICAL 	Final keypress: e
63.3284 	CRITICAL 	Stim: Agony
64.7967 	DATA 	Keypress: i
64.7968 	CRITICAL 	Final keypress: i
65.0630 	CRITICAL 	Stim: Tragic
66.8648 	DATA 	Keypress: i
66.8649 	CRITICAL 	Final keypress: i
67.1311 	CRITICAL 	Stim: Horrible
67.7321 	DATA 	Keypress: i
67.7322 	CRITICAL 	Final keypress: i
67.9984 	CRITICAL 	Stim: Superb
68.9497 	DATA 	Keypress: e
68.9497 	CRITICAL 	Final keypress: e
69.2160 	CRITICAL 	Stim: Joyful
69.7502 	DATA 	Keypress: e
69.7503 	CRITICAL 	Final keypress: e
70.0166 	CRITICAL 	Stim: Agony
70.5842 	DATA 	Keypress: i
70.5843 	CRITICAL 	Final keypress: i
70.8505 	CRITICAL 	Stim: Marvelous
71.3681 	DATA 	Keypress: e
71.3682 	CRITICAL 	Final keypress: e
71.6344 	CRITICAL 	Stim: Beautiful
72.1853 	DATA 	Keypress: e
72.1854 	CRITICAL 	Final keypress: e
72.4516 	CRITICAL 	Stim: Superb
73.0026 	DATA 	Keypress: e
73.0027 	CRITICAL 	Final keypress: e
73.2689 	CRITICAL 	Stim: Joyful
73.8198 	DATA 	Keypress: e
73.8199 	CRITICAL 	Final keypress: e
74.0862 	CRITICAL 	***Block 3 Instructions***
77.3051 	DATA 	Keypress: space
77.3052 	CRITICAL 	***Block 3 Experiment***
77.3052 	CRITICAL 	Stim: Glorious
78.5739 	DATA 	Keypress: e
78.5740 	CRITICAL 	Final keypress: e
78.8397 	CRITICAL 	Stim: Beautiful
79.4246 	DATA 	Keypress: e
79.4246 	CRITICAL 	Final keypress: e
79.6902 	CRITICAL 	Stim: Joyful
80.3586 	DATA 	Keypress: e
80.3587 	CRITICAL 	Final keypress: e
80.6242 	CRITICAL 	Stim: wf2_nc.jpg
81.4593 	DATA 	Keypress: e
81.4594 	CRITICAL 	Final keypress: e
81.7250 	CRITICAL 	Stim: bm23_nc.jpg
82.4267 	DATA 	Keypress: i
82.4268 	CRITICAL 	Final keypress: i
82.6924 	CRITICAL 	Stim: bm56_nc.jpg
83.2939 	DATA 	Keypress: i
83.2940 	CRITICAL 	Final keypress: i
83.5597 	CRITICAL 	Stim: Horrible
84.6116 	DATA 	Keypress: i
84.6117 	CRITICAL 	Final keypress: i
84.8773 	CRITICAL 	Stim: Marvelous
86.2295 	DATA 	Keypress: e
86.2295 	CRITICAL 	Final keypress: e
86.4951 	CRITICAL 	Stim: bf14_nc.jpg
88.0473 	DATA 	Keypress: i
88.0474 	CRITICAL 	Final keypress: i
88.3131 	CRITICAL 	Stim: Awful
89.5152 	DATA 	Keypress: i
89.5152 	CRITICAL 	Final keypress: i
89.7808 	CRITICAL 	Stim: Agony
90.4158 	DATA 	Keypress: i
90.4159 	CRITICAL 	Final keypress: i
90.6815 	CRITICAL 	Stim: bf23_nc.jpg
91.3164 	DATA 	Keypress: i
91.3164 	CRITICAL 	Final keypress: i
91.5821 	CRITICAL 	Stim: bm14_nc.jpg
92.2003 	DATA 	Keypress: i
92.2004 	CRITICAL 	Final keypress: i
92.4661 	CRITICAL 	Stim: wm4_nc.jpg
93.5013 	DATA 	Keypress: e
93.5013 	CRITICAL 	Final keypress: e
93.7670 	CRITICAL 	Stim: wf3_nc.jpg
94.9023 	DATA 	Keypress: e
94.9024 	CRITICAL 	Final keypress: e
95.1680 	CRITICAL 	Stim: Wonderful
95.8197 	DATA 	Keypress: e
95.8198 	CRITICAL 	Final keypress: e
96.0853 	CRITICAL 	Stim: Terrible
96.7203 	DATA 	Keypress: i
96.7204 	CRITICAL 	Final keypress: i
96.9860 	CRITICAL 	Stim: Tragic
99.1221 	DATA 	Keypress: i
99.1222 	CRITICAL 	Final keypress: i
99.3877 	CRITICAL 	Stim: wf6_nc.jpg
99.9726 	DATA 	Keypress: e
99.9727 	CRITICAL 	Final keypress: e
100.2383 	CRITICAL 	Stim: wm6_nc.jpg
100.8399 	DATA 	Keypress: e
100.8400 	CRITICAL 	Final keypress: e
101.1057 	CRITICAL 	***Block 4 Instructions***
105.7256 	DATA 	Keypress: space
105.7257 	CRITICAL 	***Block 4 Experiment***
105.7257 	CRITICAL 	Stim: Lovely
106.5441 	DATA 	Keypress: e
106.5442 	CRITICAL 	Final keypress: e
106.8098 	CRITICAL 	Stim: Horrible
107.4447 	DATA 	Keypress: i
107.4448 	CRITICAL 	Final keypress: i
107.7104 	CRITICAL 	Stim: bf14_nc.jpg
108.5788 	DATA 	Keypress: i
108.5789 	CRITICAL 	Final keypress: i
108.8445 	CRITICAL 	Stim: Painful
109.4462 	DATA 	Keypress: i
109.4463 	CRITICAL 	Final keypress: i
109.7118 	CRITICAL 	Stim: Glorious
110.4803 	DATA 	Keypress: e
110.4804 	CRITICAL 	Final keypress: e
110.7459 	CRITICAL 	Stim: Superb
113.0488 	DATA 	Keypress: e
113.0489 	CRITICAL 	Final keypress: e
113.3144 	CRITICAL 	Stim: bm14_nc.jpg
113.8493 	DATA 	Keypress: i
113.8494 	CRITICAL 	Final keypress: i
114.1150 	CRITICAL 	Stim: wf2_nc.jpg
114.7165 	DATA 	Keypress: e
114.7166 	CRITICAL 	Final keypress: e
114.9823 	CRITICAL 	Stim: Humiliate
115.6840 	DATA 	Keypress: i
115.6841 	CRITICAL 	Final keypress: i
115.9557 	CRITICAL 	Stim: bm56_nc.jpg
116.6179 	DATA 	Keypress: i
116.6180 	CRITICAL 	Final keypress: i
116.8837 	CRITICAL 	Stim: Awful
117.5187 	DATA 	Keypress: i
117.5188 	CRITICAL 	Final keypress: i
117.7843 	CRITICAL 	Stim: wm4_nc.jpg
118.3025 	DATA 	Keypress: e
118.3026 	CRITICAL 	Final keypress: e
118.5682 	CRITICAL 	Stim: Beautiful
120.1873 	DATA 	Keypress: e
120.1874 	CRITICAL 	Final keypress: e
120.4530 	CRITICAL 	Stim: bm23_nc.jpg
121.2546 	DATA 	Keypress: i
121.2547 	CRITICAL 	Final keypress: i
121.5203 	CRITICAL 	Stim: Marvelous
