8.0603 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1680, 1050]. Using actual size
1.4957 	CRITICAL 	***Begin Experiment***
1.4957 	CRITICAL 	***Randomization: white_1st***
1.4957 	CRITICAL 	***Block 1 Instructions***
33.8401 	DATA 	Keypress: space
53.0538 	DATA 	Keypress: space
53.0539 	CRITICAL 	***Block 1 Experiment***
53.0539 	CRITICAL 	Stim: bf23_nc.jpg
53.8381 	DATA 	Keypress: i
53.8382 	CRITICAL 	Final keypress: i
54.1048 	CRITICAL 	Stim: wm4_nc.jpg
54.7054 	DATA 	Keypress: e
54.7055 	CRITICAL 	Final keypress: e
54.9719 	CRITICAL 	Stim: wf2_nc.jpg
55.6728 	DATA 	Keypress: e
55.6728 	CRITICAL 	Final keypress: e
55.9393 	CRITICAL 	Stim: bm56_nc.jpg
56.5734 	DATA 	Keypress: i
56.5735 	CRITICAL 	Final keypress: i
56.8398 	CRITICAL 	Stim: wm6_nc.jpg
57.4741 	DATA 	Keypress: e
57.4742 	CRITICAL 	Final keypress: e
57.7405 	CRITICAL 	Stim: wf2_nc.jpg
58.4080 	DATA 	Keypress: e
58.4081 	CRITICAL 	Final keypress: e
58.6745 	CRITICAL 	Stim: bm56_nc.jpg
59.2420 	DATA 	Keypress: i
59.2421 	CRITICAL 	Final keypress: i
59.5084 	CRITICAL 	Stim: wm6_nc.jpg
60.1426 	DATA 	Keypress: e
60.1427 	CRITICAL 	Final keypress: e
60.4091 	CRITICAL 	Stim: bm23_nc.jpg
61.0099 	DATA 	Keypress: i
61.0100 	CRITICAL 	Final keypress: i
61.2763 	CRITICAL 	Stim: bf56_nc.jpg
61.9439 	DATA 	Keypress: i
61.9440 	CRITICAL 	Final keypress: i
62.2103 	CRITICAL 	Stim: wf6_nc.jpg
62.8112 	DATA 	Keypress: e
62.8113 	CRITICAL 	Final keypress: e
63.0776 	CRITICAL 	Stim: wm4_nc.jpg
63.7452 	DATA 	Keypress: e
63.7453 	CRITICAL 	Final keypress: e
64.0116 	CRITICAL 	Stim: wf6_nc.jpg
64.6625 	DATA 	Keypress: e
64.6626 	CRITICAL 	Final keypress: e
64.9289 	CRITICAL 	Stim: wm1_nc.jpg
65.5798 	DATA 	Keypress: e
